index,text,label
11336,I have an appointment and need to take a leave.,0
11337,Taking leave to handle urgent household work.,0
11338,"Caught a bad cold, requesting a sick leave.",1
11339,Requesting leave for personal work.,0
11340,"Not feeling well, taking a day off.",1
11341,I have an appointment and need to take a leave.,0
11342,Doctor advised me to take rest due to illness.,1
11343,Requesting leave for personal work.,0
11344,"Not feeling well, taking a day off.",1
11345,Need a leave for travel purposes.,0
11346,Taking leave to handle urgent household work.,0
11347,Doctor advised me to take rest due to illness.,1
11348,I am suffering from fever and can't attend work.,1
11349,"Caught a bad cold, requesting a sick leave.",1
11350,I have an appointment and need to take a leave.,0
11351,"Caught a bad cold, requesting a sick leave.",1
11352,Need a leave for travel purposes.,0
11353,Need a leave for travel purposes.,0
11354,I have a family function to attend.,0
11355,I have an appointment and need to take a leave.,0
11356,Taking leave to handle urgent household work.,0
11357,Need a leave for travel purposes.,0
11358,I have a family function to attend.,0
11359,I am suffering from fever and can't attend work.,1
11360,"Caught a bad cold, requesting a sick leave.",1
11361,"Caught a bad cold, requesting a sick leave.",1
11362,"Not feeling well, taking a day off.",1
11363,Need a leave for travel purposes.,0
11364,Need a leave for travel purposes.,0
11365,I am suffering from fever and can't attend work.,1
11366,Need a leave for travel purposes.,0
11367,"Not feeling well, taking a day off.",1
11368,I have an appointment and need to take a leave.,0
11369,Need a leave for travel purposes.,0
11370,I am suffering from fever and can't attend work.,1
11371,I have an appointment and need to take a leave.,0
11372,I have an appointment and need to take a leave.,0
11373,I am feeling unwell and need a sick leave.,1
11374,Taking leave to handle urgent household work.,0
11375,I have a family function to attend.,0
11376,I am feeling unwell and need a sick leave.,1
11377,Requesting leave for personal work.,0
11378,Taking leave to handle urgent household work.,0
11379,I have an appointment and need to take a leave.,0
11380,I am suffering from fever and can't attend work.,1
11381,"Caught a bad cold, requesting a sick leave.",1
11382,Taking leave to handle urgent household work.,0
11383,I have an appointment and need to take a leave.,0
11384,I have a family function to attend.,0
11385,Need a leave for travel purposes.,0
11386,I have a family function to attend.,0
11387,Need a leave for travel purposes.,0
11388,Requesting leave for personal work.,0
11389,Requesting leave for personal work.,0
11390,"Not feeling well, taking a day off.",1
11391,Requesting leave for personal work.,0
11392,I have an appointment and need to take a leave.,0
11393,I have an appointment and need to take a leave.,0
11394,I have a family function to attend.,0
11395,I am feeling unwell and need a sick leave.,1
11396,Taking leave to handle urgent household work.,0
11397,Requesting leave for personal work.,0
11398,Requesting leave for personal work.,0
11399,I have a family function to attend.,0
11400,I have an appointment and need to take a leave.,0
11401,I have an appointment and need to take a leave.,0
11402,"Not feeling well, taking a day off.",1
11403,I have an appointment and need to take a leave.,0
11404,Need a leave for travel purposes.,0
11405,I am suffering from fever and can't attend work.,1
11406,I am feeling unwell and need a sick leave.,1
11407,Requesting leave for personal work.,0
11408,I have an appointment and need to take a leave.,0
11409,I am suffering from fever and can't attend work.,1
11410,I have a family function to attend.,0
11411,Requesting leave for personal work.,0
11412,"Caught a bad cold, requesting a sick leave.",1
11413,Doctor advised me to take rest due to illness.,1
11414,Taking leave to handle urgent household work.,0
11415,Doctor advised me to take rest due to illness.,1
11416,I have a family function to attend.,0
11417,Taking leave to handle urgent household work.,0
11418,Requesting leave for personal work.,0
11419,Doctor advised me to take rest due to illness.,1
11420,I am feeling unwell and need a sick leave.,1
11421,"Not feeling well, taking a day off.",1
11422,Doctor advised me to take rest due to illness.,1
11423,Doctor advised me to take rest due to illness.,1
11424,I have a family function to attend.,0
11425,Doctor advised me to take rest due to illness.,1
11426,I am feeling unwell and need a sick leave.,1
11427,I am feeling unwell and need a sick leave.,1
11428,"Not feeling well, taking a day off.",1
11429,Need a leave for travel purposes.,0
11430,Doctor advised me to take rest due to illness.,1
11431,I am suffering from fever and can't attend work.,1
11432,Doctor advised me to take rest due to illness.,1
11433,"Not feeling well, taking a day off.",1
11434,I have a family function to attend.,0
11435,Need a leave for travel purposes.,0
11436,I am suffering from fever and can't attend work.,1
11437,I have a family function to attend.,0
11438,I have an appointment and need to take a leave.,0
11439,I have an appointment and need to take a leave.,0
11440,I am suffering from fever and can't attend work.,1
11441,"Not feeling well, taking a day off.",1
11442,I have a family function to attend.,0
11443,I have a family function to attend.,0
11444,I have an appointment and need to take a leave.,0
11445,Taking leave to handle urgent household work.,0
11446,Taking leave to handle urgent household work.,0
11447,Requesting leave for personal work.,0
11448,Need a leave for travel purposes.,0
11449,I have a family function to attend.,0
11450,Requesting leave for personal work.,0
11451,Requesting leave for personal work.,0
11452,Doctor advised me to take rest due to illness.,1
11453,Doctor advised me to take rest due to illness.,1
11454,Need a leave for travel purposes.,0
11455,I have an appointment and need to take a leave.,0
11456,Doctor advised me to take rest due to illness.,1
11457,Need a leave for travel purposes.,0
11458,Need a leave for travel purposes.,0
11459,Need a leave for travel purposes.,0
11460,Need a leave for travel purposes.,0
11461,I have a family function to attend.,0
11462,"Caught a bad cold, requesting a sick leave.",1
11463,Doctor advised me to take rest due to illness.,1
11464,"Caught a bad cold, requesting a sick leave.",1
11465,I have a family function to attend.,0
11466,"Not feeling well, taking a day off.",1
11467,I have an appointment and need to take a leave.,0
11468,"Not feeling well, taking a day off.",1
11469,I am suffering from fever and can't attend work.,1
11470,I have an appointment and need to take a leave.,0
11471,Requesting leave for personal work.,0
11472,I am feeling unwell and need a sick leave.,1
11473,Taking leave to handle urgent household work.,0
11474,Requesting leave for personal work.,0
11475,I have a family function to attend.,0
11476,Taking leave to handle urgent household work.,0
11477,Taking leave to handle urgent household work.,0
11478,I have a family function to attend.,0
11479,"Caught a bad cold, requesting a sick leave.",1
11480,Taking leave to handle urgent household work.,0
11481,I have an appointment and need to take a leave.,0
11482,I am feeling unwell and need a sick leave.,1
11483,"Caught a bad cold, requesting a sick leave.",1
11484,I am feeling unwell and need a sick leave.,1
11485,I am suffering from fever and can't attend work.,1
11486,Need a leave for travel purposes.,0
11487,"Not feeling well, taking a day off.",1
11488,I am feeling unwell and need a sick leave.,1
11489,I am suffering from fever and can't attend work.,1
11490,Taking leave to handle urgent household work.,0
11491,Requesting leave for personal work.,0
11492,Requesting leave for personal work.,0
11493,Need a leave for travel purposes.,0
11494,I have a family function to attend.,0
11495,Need a leave for travel purposes.,0
11496,Taking leave to handle urgent household work.,0
11497,Need a leave for travel purposes.,0
11498,Taking leave to handle urgent household work.,0
11499,I am suffering from fever and can't attend work.,1
11500,Need a leave for travel purposes.,0
11501,I have a family function to attend.,0
11502,Taking leave to handle urgent household work.,0
11503,"Not feeling well, taking a day off.",1
11504,Requesting leave for personal work.,0
11505,Requesting leave for personal work.,0
11506,I am feeling unwell and need a sick leave.,1
11507,"Not feeling well, taking a day off.",1
11508,"Caught a bad cold, requesting a sick leave.",1
11509,Need a leave for travel purposes.,0
11510,I have an appointment and need to take a leave.,0
11511,Taking leave to handle urgent household work.,0
11512,Requesting leave for personal work.,0
11513,I am suffering from fever and can't attend work.,1
11514,"Not feeling well, taking a day off.",1
11515,Requesting leave for personal work.,0
11516,Taking leave to handle urgent household work.,0
11517,Requesting leave for personal work.,0
11518,I have an appointment and need to take a leave.,0
11519,I am suffering from fever and can't attend work.,1
11520,"Not feeling well, taking a day off.",1
11521,I am suffering from fever and can't attend work.,1
11522,"Not feeling well, taking a day off.",1
11523,Doctor advised me to take rest due to illness.,1
11524,Doctor advised me to take rest due to illness.,1
11525,Taking leave to handle urgent household work.,0
11526,Taking leave to handle urgent household work.,0
11527,Need a leave for travel purposes.,0
11528,I have an appointment and need to take a leave.,0
11529,I am feeling unwell and need a sick leave.,1
11530,I am suffering from fever and can't attend work.,1
11531,"Caught a bad cold, requesting a sick leave.",1
11532,Need a leave for travel purposes.,0
11533,"Not feeling well, taking a day off.",1
11534,I have an appointment and need to take a leave.,0
11535,Doctor advised me to take rest due to illness.,1
11536,I am feeling unwell and need a sick leave.,1
11537,"Not feeling well, taking a day off.",1
11538,Need a leave for travel purposes.,0
11539,Taking leave to handle urgent household work.,0
11540,I am suffering from fever and can't attend work.,1
11541,I am suffering from fever and can't attend work.,1
11542,I have an appointment and need to take a leave.,0
11543,Taking leave to handle urgent household work.,0
11544,Doctor advised me to take rest due to illness.,1
11545,I am suffering from fever and can't attend work.,1
11546,Taking leave to handle urgent household work.,0
11547,I am suffering from fever and can't attend work.,1
11548,I have a family function to attend.,0
11549,Need a leave for travel purposes.,0
11550,I am feeling unwell and need a sick leave.,1
11551,I have a family function to attend.,0
11552,Need a leave for travel purposes.,0
11553,I have a family function to attend.,0
11554,I am suffering from fever and can't attend work.,1
11555,Requesting leave for personal work.,0
11556,I have an appointment and need to take a leave.,0
11557,I am suffering from fever and can't attend work.,1
11558,I have an appointment and need to take a leave.,0
11559,Doctor advised me to take rest due to illness.,1
11560,Doctor advised me to take rest due to illness.,1
11561,"Not feeling well, taking a day off.",1
11562,"Caught a bad cold, requesting a sick leave.",1
11563,I have a family function to attend.,0
11564,I have a family function to attend.,0
11565,Requesting leave for personal work.,0
11566,Doctor advised me to take rest due to illness.,1
11567,I have a family function to attend.,0
11568,I am suffering from fever and can't attend work.,1
11569,Taking leave to handle urgent household work.,0
11570,"Not feeling well, taking a day off.",1
11571,Taking leave to handle urgent household work.,0
11572,Doctor advised me to take rest due to illness.,1
11573,Need a leave for travel purposes.,0
11574,I have a family function to attend.,0
11575,I have a family function to attend.,0
11576,Doctor advised me to take rest due to illness.,1
11577,I have a family function to attend.,0
11578,I have an appointment and need to take a leave.,0
11579,I am suffering from fever and can't attend work.,1
11580,"Not feeling well, taking a day off.",1
11581,I have a family function to attend.,0
11582,"Not feeling well, taking a day off.",1
11583,"Caught a bad cold, requesting a sick leave.",1
11584,"Not feeling well, taking a day off.",1
11585,"Not feeling well, taking a day off.",1
11586,I have an appointment and need to take a leave.,0
11587,Taking leave to handle urgent household work.,0
11588,Requesting leave for personal work.,0
11589,"Caught a bad cold, requesting a sick leave.",1
11590,I am suffering from fever and can't attend work.,1
11591,I have a family function to attend.,0
11592,"Not feeling well, taking a day off.",1
11593,Doctor advised me to take rest due to illness.,1
11594,I am suffering from fever and can't attend work.,1
11595,Taking leave to handle urgent household work.,0
11596,Taking leave to handle urgent household work.,0
11597,Taking leave to handle urgent household work.,0
11598,Taking leave to handle urgent household work.,0
11599,Requesting leave for personal work.,0
11600,I have a family function to attend.,0
11601,Need a leave for travel purposes.,0
11602,I have an appointment and need to take a leave.,0
11603,I am suffering from fever and can't attend work.,1
11604,I have an appointment and need to take a leave.,0
11605,"Caught a bad cold, requesting a sick leave.",1
11606,"Not feeling well, taking a day off.",1
11607,"Caught a bad cold, requesting a sick leave.",1
11608,I am feeling unwell and need a sick leave.,1
11609,"Caught a bad cold, requesting a sick leave.",1
11610,I am feeling unwell and need a sick leave.,1
11611,I have a family function to attend.,0
11612,"Caught a bad cold, requesting a sick leave.",1
11613,Taking leave to handle urgent household work.,0
11614,Taking leave to handle urgent household work.,0
11615,"Not feeling well, taking a day off.",1
11616,Need a leave for travel purposes.,0
11617,Doctor advised me to take rest due to illness.,1
11618,I have a family function to attend.,0
11619,Requesting leave for personal work.,0
11620,I have a family function to attend.,0
11621,I have an appointment and need to take a leave.,0
11622,Taking leave to handle urgent household work.,0
11623,I am suffering from fever and can't attend work.,1
11624,Doctor advised me to take rest due to illness.,1
11625,"Caught a bad cold, requesting a sick leave.",1
11626,I have a family function to attend.,0
11627,I am suffering from fever and can't attend work.,1
11628,I have a family function to attend.,0
11629,Taking leave to handle urgent household work.,0
11630,"Caught a bad cold, requesting a sick leave.",1
11631,I am feeling unwell and need a sick leave.,1
11632,Taking leave to handle urgent household work.,0
11633,Doctor advised me to take rest due to illness.,1
11634,Need a leave for travel purposes.,0
11635,Doctor advised me to take rest due to illness.,1
11636,I have a family function to attend.,0
11637,Need a leave for travel purposes.,0
11638,I have a family function to attend.,0
11639,Doctor advised me to take rest due to illness.,1
11640,Doctor advised me to take rest due to illness.,1
11641,Taking leave to handle urgent household work.,0
11642,"Not feeling well, taking a day off.",1
11643,Requesting leave for personal work.,0
11644,"Caught a bad cold, requesting a sick leave.",1
11645,Requesting leave for personal work.,0
11646,"Caught a bad cold, requesting a sick leave.",1
11647,"Caught a bad cold, requesting a sick leave.",1
11648,I have an appointment and need to take a leave.,0
11649,I am suffering from fever and can't attend work.,1
11650,I have a family function to attend.,0
11651,Taking leave to handle urgent household work.,0
11652,I have a family function to attend.,0
11653,I am feeling unwell and need a sick leave.,1
11654,Need a leave for travel purposes.,0
11655,Taking leave to handle urgent household work.,0
11656,I am suffering from fever and can't attend work.,1
11657,I have an appointment and need to take a leave.,0
11658,Requesting leave for personal work.,0
11659,"Not feeling well, taking a day off.",1
11660,Taking leave to handle urgent household work.,0
11661,I am suffering from fever and can't attend work.,1
11662,I have an appointment and need to take a leave.,0
11663,Need a leave for travel purposes.,0
11664,Doctor advised me to take rest due to illness.,1
11665,"Not feeling well, taking a day off.",1
11666,I have an appointment and need to take a leave.,0
11667,"Caught a bad cold, requesting a sick leave.",1
11668,Doctor advised me to take rest due to illness.,1
11669,Taking leave to handle urgent household work.,0
11670,"Caught a bad cold, requesting a sick leave.",1
11671,I have a family function to attend.,0
11672,Requesting leave for personal work.,0
11673,"Caught a bad cold, requesting a sick leave.",1
11674,Doctor advised me to take rest due to illness.,1
11675,Taking leave to handle urgent household work.,0
11676,"Caught a bad cold, requesting a sick leave.",1
11677,Requesting leave for personal work.,0
11678,Taking leave to handle urgent household work.,0
11679,"Caught a bad cold, requesting a sick leave.",1
11680,Need a leave for travel purposes.,0
11681,"Caught a bad cold, requesting a sick leave.",1
11682,Requesting leave for personal work.,0
11683,Doctor advised me to take rest due to illness.,1
11684,"Not feeling well, taking a day off.",1
11685,I am suffering from fever and can't attend work.,1
11686,"Caught a bad cold, requesting a sick leave.",1
11687,I am suffering from fever and can't attend work.,1
11688,I have a family function to attend.,0
11689,Requesting leave for personal work.,0
11690,Taking leave to handle urgent household work.,0
11691,Need a leave for travel purposes.,0
11692,I have a family function to attend.,0
11693,Taking leave to handle urgent household work.,0
11694,"Caught a bad cold, requesting a sick leave.",1
11695,Taking leave to handle urgent household work.,0
11696,I am suffering from fever and can't attend work.,1
11697,"Not feeling well, taking a day off.",1
11698,Taking leave to handle urgent household work.,0
11699,"Caught a bad cold, requesting a sick leave.",1
11700,I am feeling unwell and need a sick leave.,1
11701,Doctor advised me to take rest due to illness.,1
11702,I am feeling unwell and need a sick leave.,1
11703,I am suffering from fever and can't attend work.,1
11704,I am feeling unwell and need a sick leave.,1
11705,I have a family function to attend.,0
11706,"Caught a bad cold, requesting a sick leave.",1
11707,Need a leave for travel purposes.,0
11708,I am suffering from fever and can't attend work.,1
11709,I am suffering from fever and can't attend work.,1
11710,Doctor advised me to take rest due to illness.,1
11711,"Caught a bad cold, requesting a sick leave.",1
11712,Need a leave for travel purposes.,0
11713,Doctor advised me to take rest due to illness.,1
11714,"Caught a bad cold, requesting a sick leave.",1
11715,"Not feeling well, taking a day off.",1
11716,I am suffering from fever and can't attend work.,1
11717,Requesting leave for personal work.,0
11718,I am suffering from fever and can't attend work.,1
11719,Requesting leave for personal work.,0
11720,Doctor advised me to take rest due to illness.,1
11721,"Not feeling well, taking a day off.",1
11722,Requesting leave for personal work.,0
11723,Doctor advised me to take rest due to illness.,1
11724,Requesting leave for personal work.,0
11725,Need a leave for travel purposes.,0
11726,Taking leave to handle urgent household work.,0
11727,I have a family function to attend.,0
11728,Taking leave to handle urgent household work.,0
11729,Need a leave for travel purposes.,0
11730,Doctor advised me to take rest due to illness.,1
11731,I have an appointment and need to take a leave.,0
11732,I have a family function to attend.,0
11733,"Caught a bad cold, requesting a sick leave.",1
11734,"Caught a bad cold, requesting a sick leave.",1
11735,I am suffering from fever and can't attend work.,1
11736,"Caught a bad cold, requesting a sick leave.",1
11737,I have an appointment and need to take a leave.,0
11738,I am suffering from fever and can't attend work.,1
11739,Doctor advised me to take rest due to illness.,1
11740,Need a leave for travel purposes.,0
11741,I have a family function to attend.,0
11742,Need a leave for travel purposes.,0
11743,I am suffering from fever and can't attend work.,1
11744,Doctor advised me to take rest due to illness.,1
11745,I have a family function to attend.,0
11746,"Caught a bad cold, requesting a sick leave.",1
11747,I am feeling unwell and need a sick leave.,1
11748,Requesting leave for personal work.,0
11749,Need a leave for travel purposes.,0
11750,"Caught a bad cold, requesting a sick leave.",1
11751,I have a family function to attend.,0
11752,Taking leave to handle urgent household work.,0
11753,Doctor advised me to take rest due to illness.,1
11754,Need a leave for travel purposes.,0
11755,"Not feeling well, taking a day off.",1
11756,I have a family function to attend.,0
11757,I have an appointment and need to take a leave.,0
11758,"Caught a bad cold, requesting a sick leave.",1
11759,Doctor advised me to take rest due to illness.,1
11760,I have a family function to attend.,0
11761,I am feeling unwell and need a sick leave.,1
11762,I have an appointment and need to take a leave.,0
11763,"Caught a bad cold, requesting a sick leave.",1
11764,Need a leave for travel purposes.,0
11765,I have an appointment and need to take a leave.,0
11766,I have an appointment and need to take a leave.,0
11767,"Not feeling well, taking a day off.",1
11768,"Caught a bad cold, requesting a sick leave.",1
11769,I have an appointment and need to take a leave.,0
11770,I have a family function to attend.,0
11771,I am suffering from fever and can't attend work.,1
11772,Doctor advised me to take rest due to illness.,1
11773,Need a leave for travel purposes.,0
11774,I am feeling unwell and need a sick leave.,1
11775,I have a family function to attend.,0
11776,Need a leave for travel purposes.,0
11777,"Caught a bad cold, requesting a sick leave.",1
11778,Taking leave to handle urgent household work.,0
11779,I have a family function to attend.,0
11780,Taking leave to handle urgent household work.,0
11781,Doctor advised me to take rest due to illness.,1
11782,Doctor advised me to take rest due to illness.,1
11783,Taking leave to handle urgent household work.,0
11784,I am suffering from fever and can't attend work.,1
11785,I have a family function to attend.,0
11786,"Caught a bad cold, requesting a sick leave.",1
11787,Requesting leave for personal work.,0
11788,Taking leave to handle urgent household work.,0
11789,I have an appointment and need to take a leave.,0
11790,I have a family function to attend.,0
11791,"Caught a bad cold, requesting a sick leave.",1
11792,"Caught a bad cold, requesting a sick leave.",1
11793,Taking leave to handle urgent household work.,0
11794,"Not feeling well, taking a day off.",1
11795,Taking leave to handle urgent household work.,0
11796,Need a leave for travel purposes.,0
11797,I am suffering from fever and can't attend work.,1
11798,"Not feeling well, taking a day off.",1
11799,Doctor advised me to take rest due to illness.,1
11800,Taking leave to handle urgent household work.,0
11801,Doctor advised me to take rest due to illness.,1
11802,Taking leave to handle urgent household work.,0
11803,I have an appointment and need to take a leave.,0
11804,"Not feeling well, taking a day off.",1
11805,I am feeling unwell and need a sick leave.,1
11806,Taking leave to handle urgent household work.,0
11807,Taking leave to handle urgent household work.,0
11808,Taking leave to handle urgent household work.,0
11809,"Not feeling well, taking a day off.",1
11810,Need a leave for travel purposes.,0
11811,Need a leave for travel purposes.,0
11812,Doctor advised me to take rest due to illness.,1
11813,I am suffering from fever and can't attend work.,1
11814,Taking leave to handle urgent household work.,0
11815,Taking leave to handle urgent household work.,0
11816,I have an appointment and need to take a leave.,0
11817,Requesting leave for personal work.,0
11818,I have a family function to attend.,0
11819,I am suffering from fever and can't attend work.,1
11820,"Caught a bad cold, requesting a sick leave.",1
11821,Doctor advised me to take rest due to illness.,1
11822,I have a family function to attend.,0
11823,Doctor advised me to take rest due to illness.,1
11824,"Caught a bad cold, requesting a sick leave.",1
11825,"Not feeling well, taking a day off.",1
11826,Taking leave to handle urgent household work.,0
11827,Taking leave to handle urgent household work.,0
11828,I have an appointment and need to take a leave.,0
11829,"Not feeling well, taking a day off.",1
11830,I have an appointment and need to take a leave.,0
11831,I am feeling unwell and need a sick leave.,1
11832,"Caught a bad cold, requesting a sick leave.",1
11833,I am feeling unwell and need a sick leave.,1
11834,Need a leave for travel purposes.,0
11835,Doctor advised me to take rest due to illness.,1
11836,Requesting leave for personal work.,0
11837,I am suffering from fever and can't attend work.,1
11838,I have a family function to attend.,0
11839,I have an appointment and need to take a leave.,0
11840,I am suffering from fever and can't attend work.,1
11841,I have an appointment and need to take a leave.,0
11842,"Not feeling well, taking a day off.",1
11843,Taking leave to handle urgent household work.,0
11844,Need a leave for travel purposes.,0
11845,Need a leave for travel purposes.,0
11846,Need a leave for travel purposes.,0
11847,I have an appointment and need to take a leave.,0
11848,"Not feeling well, taking a day off.",1
11849,"Not feeling well, taking a day off.",1
11850,Requesting leave for personal work.,0
11851,I have a family function to attend.,0
11852,Doctor advised me to take rest due to illness.,1
11853,Requesting leave for personal work.,0
11854,I am suffering from fever and can't attend work.,1
11855,I have a family function to attend.,0
11856,"Caught a bad cold, requesting a sick leave.",1
11857,Taking leave to handle urgent household work.,0
11858,I am suffering from fever and can't attend work.,1
11859,"Not feeling well, taking a day off.",1
11860,"Caught a bad cold, requesting a sick leave.",1
11861,Doctor advised me to take rest due to illness.,1
11862,Need a leave for travel purposes.,0
11863,I have a family function to attend.,0
11864,I have an appointment and need to take a leave.,0
11865,Need a leave for travel purposes.,0
11866,I am feeling unwell and need a sick leave.,1
11867,I have an appointment and need to take a leave.,0
11868,I am feeling unwell and need a sick leave.,1
11869,I have an appointment and need to take a leave.,0
11870,Need a leave for travel purposes.,0
11871,Doctor advised me to take rest due to illness.,1
11872,"Caught a bad cold, requesting a sick leave.",1
11873,"Not feeling well, taking a day off.",1
11874,I have an appointment and need to take a leave.,0
11875,I have an appointment and need to take a leave.,0
11876,Requesting leave for personal work.,0
11877,"Not feeling well, taking a day off.",1
11878,I have a family function to attend.,0
11879,I have a family function to attend.,0
11880,I have a family function to attend.,0
11881,Requesting leave for personal work.,0
11882,"Caught a bad cold, requesting a sick leave.",1
11883,Need a leave for travel purposes.,0
11884,I have an appointment and need to take a leave.,0
11885,Doctor advised me to take rest due to illness.,1
11886,Doctor advised me to take rest due to illness.,1
11887,Taking leave to handle urgent household work.,0
11888,Doctor advised me to take rest due to illness.,1
11889,I have an appointment and need to take a leave.,0
11890,I have an appointment and need to take a leave.,0
11891,I have a family function to attend.,0
11892,Need a leave for travel purposes.,0
11893,I am feeling unwell and need a sick leave.,1
11894,"Caught a bad cold, requesting a sick leave.",1
11895,Need a leave for travel purposes.,0
11896,"Not feeling well, taking a day off.",1
11897,I am suffering from fever and can't attend work.,1
11898,Need a leave for travel purposes.,0
11899,Need a leave for travel purposes.,0
11900,Requesting leave for personal work.,0
11901,Need a leave for travel purposes.,0
11902,"Not feeling well, taking a day off.",1
11903,Need a leave for travel purposes.,0
11904,Doctor advised me to take rest due to illness.,1
11905,Need a leave for travel purposes.,0
11906,I have a family function to attend.,0
11907,I am feeling unwell and need a sick leave.,1
11908,Taking leave to handle urgent household work.,0
11909,Doctor advised me to take rest due to illness.,1
11910,I have an appointment and need to take a leave.,0
11911,"Not feeling well, taking a day off.",1
11912,Taking leave to handle urgent household work.,0
11913,Need a leave for travel purposes.,0
11914,I have an appointment and need to take a leave.,0
11915,Taking leave to handle urgent household work.,0
11916,"Caught a bad cold, requesting a sick leave.",1
11917,I am suffering from fever and can't attend work.,1
11918,"Not feeling well, taking a day off.",1
11919,Taking leave to handle urgent household work.,0
11920,I am suffering from fever and can't attend work.,1
11921,Doctor advised me to take rest due to illness.,1
11922,Need a leave for travel purposes.,0
11923,"Not feeling well, taking a day off.",1
11924,"Not feeling well, taking a day off.",1
11925,I am feeling unwell and need a sick leave.,1
11926,"Not feeling well, taking a day off.",1
11927,"Not feeling well, taking a day off.",1
11928,Requesting leave for personal work.,0
11929,I have an appointment and need to take a leave.,0
11930,I have a family function to attend.,0
11931,I have an appointment and need to take a leave.,0
11932,"Not feeling well, taking a day off.",1
11933,I am feeling unwell and need a sick leave.,1
11934,Need a leave for travel purposes.,0
11935,I am suffering from fever and can't attend work.,1
11936,Doctor advised me to take rest due to illness.,1
11937,I have an appointment and need to take a leave.,0
11938,Taking leave to handle urgent household work.,0
11939,Need a leave for travel purposes.,0
11940,I am suffering from fever and can't attend work.,1
11941,I have a family function to attend.,0
11942,I am feeling unwell and need a sick leave.,1
11943,I am feeling unwell and need a sick leave.,1
11944,Need a leave for travel purposes.,0
11945,I have an appointment and need to take a leave.,0
11946,Taking leave to handle urgent household work.,0
11947,"Not feeling well, taking a day off.",1
11948,Taking leave to handle urgent household work.,0
11949,I am feeling unwell and need a sick leave.,1
11950,Need a leave for travel purposes.,0
11951,Doctor advised me to take rest due to illness.,1
11952,Doctor advised me to take rest due to illness.,1
11953,Taking leave to handle urgent household work.,0
11954,Taking leave to handle urgent household work.,0
11955,I have an appointment and need to take a leave.,0
11956,I am suffering from fever and can't attend work.,1
11957,"Not feeling well, taking a day off.",1
11958,Need a leave for travel purposes.,0
11959,I have an appointment and need to take a leave.,0
11960,Need a leave for travel purposes.,0
11961,"Caught a bad cold, requesting a sick leave.",1
11962,I have an appointment and need to take a leave.,0
11963,Need a leave for travel purposes.,0
11964,"Not feeling well, taking a day off.",1
11965,"Caught a bad cold, requesting a sick leave.",1
11966,Requesting leave for personal work.,0
11967,I am suffering from fever and can't attend work.,1
11968,I am suffering from fever and can't attend work.,1
11969,"Not feeling well, taking a day off.",1
11970,Doctor advised me to take rest due to illness.,1
11971,I have an appointment and need to take a leave.,0
11972,I have an appointment and need to take a leave.,0
11973,"Caught a bad cold, requesting a sick leave.",1
11974,"Not feeling well, taking a day off.",1
11975,"Not feeling well, taking a day off.",1
11976,Taking leave to handle urgent household work.,0
11977,Taking leave to handle urgent household work.,0
11978,"Not feeling well, taking a day off.",1
11979,I have a family function to attend.,0
11980,Taking leave to handle urgent household work.,0
11981,Requesting leave for personal work.,0
11982,I am suffering from fever and can't attend work.,1
11983,I am feeling unwell and need a sick leave.,1
11984,"Caught a bad cold, requesting a sick leave.",1
11985,Taking leave to handle urgent household work.,0
11986,I have a family function to attend.,0
11987,I have an appointment and need to take a leave.,0
11988,I am feeling unwell and need a sick leave.,1
11989,I am suffering from fever and can't attend work.,1
11990,Need a leave for travel purposes.,0
11991,"Caught a bad cold, requesting a sick leave.",1
11992,I have an appointment and need to take a leave.,0
11993,Requesting leave for personal work.,0
11994,I am feeling unwell and need a sick leave.,1
11995,"Not feeling well, taking a day off.",1
11996,"Caught a bad cold, requesting a sick leave.",1
11997,Need a leave for travel purposes.,0
11998,"Caught a bad cold, requesting a sick leave.",1
11999,"Not feeling well, taking a day off.",1
12000,I am feeling unwell and need a sick leave.,1
12001,I am suffering from fever and can't attend work.,1
12002,Doctor advised me to take rest due to illness.,1
12003,I have an appointment and need to take a leave.,0
12004,Requesting leave for personal work.,0
12005,"Not feeling well, taking a day off.",1
12006,"Not feeling well, taking a day off.",1
12007,I am feeling unwell and need a sick leave.,1
12008,Taking leave to handle urgent household work.,0
12009,I am feeling unwell and need a sick leave.,1
12010,"Not feeling well, taking a day off.",1
12011,"Caught a bad cold, requesting a sick leave.",1
12012,"Caught a bad cold, requesting a sick leave.",1
12013,I have a family function to attend.,0
12014,Need a leave for travel purposes.,0
12015,Requesting leave for personal work.,0
12016,Doctor advised me to take rest due to illness.,1
12017,"Caught a bad cold, requesting a sick leave.",1
12018,Taking leave to handle urgent household work.,0
12019,Requesting leave for personal work.,0
12020,I have a family function to attend.,0
12021,Need a leave for travel purposes.,0
12022,Taking leave to handle urgent household work.,0
12023,Requesting leave for personal work.,0
12024,Taking leave to handle urgent household work.,0
12025,Need a leave for travel purposes.,0
12026,I have a family function to attend.,0
12027,Taking leave to handle urgent household work.,0
12028,Doctor advised me to take rest due to illness.,1
12029,I am suffering from fever and can't attend work.,1
12030,I am suffering from fever and can't attend work.,1
12031,I have a family function to attend.,0
12032,Taking leave to handle urgent household work.,0
12033,I am feeling unwell and need a sick leave.,1
12034,I have an appointment and need to take a leave.,0
12035,Taking leave to handle urgent household work.,0
12036,Requesting leave for personal work.,0
12037,"Not feeling well, taking a day off.",1
12038,Taking leave to handle urgent household work.,0
12039,"Not feeling well, taking a day off.",1
